date,fiscal_year,customer_code,market,product_code,product,variant,sold_quantity,gross_price_total,pre_invoice_discount_pct,net_invoice_sales,post_invoice_discount_pct
2018-01-01,2018,90011189,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,7,107.77,0.2992,75.525216,0.2613
2018-02-01,2018,90011189,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,61.58,0.2992,43.155264,0.2700
2018-03-01,2018,90011189,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,6,92.37,0.2992,64.732896,0.2445
2018-05-01,2018,90011189,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,7,107.77,0.2992,75.525216,0.2709
2018-06-01,2018,90011189,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,46.19,0.2992,32.369952,0.2961
2018-07-01,2018,90011189,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,61.58,0.2992,43.155264,0.2485
2017-10-01,2018,90011188,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,169.35,0.2233,131.534145,0.2485
2017-11-01,2018,90011188,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,138.56,0.2233,107.619552,0.3031
2017-12-01,2018,90011188,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,8,123.16,0.2233,95.658372,0.2868
2018-02-01,2018,90011188,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,30.79,0.2233,23.914593,0.2530
2018-03-01,2018,90011188,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,8,123.16,0.2233,95.658372,0.2652
2018-04-01,2018,90011188,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,46.19,0.2233,35.875773,0.2413
2018-06-01,2018,90011188,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,8,123.16,0.2233,95.658372,0.2874
2018-07-01,2018,90011188,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,76.98,0.2233,59.790366,0.2969
2018-08-01,2018,90011188,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,61.58,0.2233,47.829186,0.2845
2017-09-01,2018,90011187,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,30.79,0.2924,21.787004,0.2965
2017-11-01,2018,90011187,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,22,338.69,0.2924,239.657044,0.2588
2017-12-01,2018,90011187,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,22,338.69,0.2924,239.657044,0.3129
2018-01-01,2018,90011187,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,61.58,0.2924,43.574008,0.2779
2018-03-01,2018,90011187,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,76.98,0.2924,54.471048,0.2349
2018-04-01,2018,90011187,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,184.74,0.2924,130.722024,0.2357
2018-05-01,2018,90011187,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,184.74,0.2924,130.722024,0.2822
2018-07-01,2018,90011187,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,46.19,0.2924,32.684044,0.2674
2018-08-01,2018,90011187,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,184.74,0.2924,130.722024,0.2619
2017-09-01,2018,90011186,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,30.79,0.2091,24.351811,0.2891
2017-10-01,2018,90011186,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,16,246.32,0.2091,194.814488,0.2938
2017-12-01,2018,90011186,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,76.98,0.2091,60.883482,0.2962
2018-01-01,2018,90011186,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,138.56,0.2091,109.587104,0.2991
2018-02-01,2018,90011186,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,30.79,0.2091,24.351811,0.2783
2018-04-01,2018,90011186,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,76.98,0.2091,60.883482,0.2725
2018-05-01,2018,90011186,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,8,123.16,0.2091,97.407244,0.2433
2018-06-01,2018,90011186,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,200.14,0.2091,158.290726,0.2814
2018-08-01,2018,90011186,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,169.35,0.2091,133.938915,0.2804
2017-09-01,2018,90011185,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,46.19,0.2779,33.353799,0.3154
2017-10-01,2018,90011185,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,61.58,0.2779,44.466918,0.2717
2017-11-01,2018,90011185,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,21,323.30,0.2779,233.454930,0.2955
2018-01-01,2018,90011185,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,14,215.53,0.2779,155.634213,0.2776
2018-02-01,2018,90011185,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,184.74,0.2779,133.400754,0.2924
2018-03-01,2018,90011185,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,7,107.77,0.2779,77.820717,0.2688
2018-05-01,2018,90011185,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,153.95,0.2779,111.167295,0.2550
2018-06-01,2018,90011185,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,138.56,0.2779,100.054176,0.3014
2018-07-01,2018,90011185,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,14,215.53,0.2779,155.634213,0.2516
2017-10-01,2018,90008168,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,19,292.51,0.3005,204.610745,0.3370
2017-11-01,2018,90008168,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,18,277.11,0.3005,193.838445,0.3102
2017-12-01,2018,90008168,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,27,415.67,0.3005,290.761165,0.3326
2018-02-01,2018,90008168,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,46.19,0.3005,32.309905,0.3332
2018-03-01,2018,90008168,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,19,292.51,0.3005,204.610745,0.3411
2018-04-01,2018,90008168,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,169.35,0.3005,118.460325,0.3229
2018-06-01,2018,90008168,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,22,338.69,0.3005,236.913655,0.3535
2018-07-01,2018,90008168,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,153.95,0.3005,107.688025,0.3211
2018-08-01,2018,90008168,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,20,307.90,0.3005,215.376050,0.3370
2017-09-01,2018,90008167,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,153.95,0.1947,123.975935,0.3701
2017-11-01,2018,90008167,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,200.14,0.1947,161.172742,0.3243
2017-12-01,2018,90008167,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,40,615.81,0.1947,495.911793,0.4049
2018-01-01,2018,90008167,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,169.35,0.1947,136.377555,0.3314
2018-03-01,2018,90008167,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,200.14,0.1947,161.172742,0.3311
2018-04-01,2018,90008167,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,76.98,0.1947,61.991994,0.3800
2018-05-01,2018,90008167,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,30.79,0.1947,24.795187,0.3748
2018-07-01,2018,90008167,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,184.74,0.1947,148.771122,0.3094
2018-08-01,2018,90008167,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,61.58,0.1947,49.590374,0.3692
2017-09-01,2018,90008166,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,184.74,0.2884,131.460984,0.2929
2017-10-01,2018,90008166,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,22,338.69,0.2884,241.011804,0.3389
2017-12-01,2018,90008166,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,36,554.23,0.2884,394.390068,0.3770
2018-01-01,2018,90008166,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,15,230.93,0.2884,164.329788,0.3611
2018-02-01,2018,90008166,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,138.56,0.2884,98.599296,0.3346
2018-04-01,2018,90008166,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,16,246.32,0.2884,175.281312,0.3365
2018-05-01,2018,90008166,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,20,307.90,0.2884,219.101640,0.3453
2018-06-01,2018,90008166,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,46.19,0.2884,32.868804,0.3521
2018-08-01,2018,90008166,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,16,246.32,0.2884,175.281312,0.3000
2017-09-01,2018,90008165,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,138.56,0.2849,99.084256,0.3310
2017-10-01,2018,90008165,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,200.14,0.2849,143.120114,0.3699
2017-11-01,2018,90008165,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,7,107.77,0.2849,77.066327,0.3361
2018-01-01,2018,90008165,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,200.14,0.2849,143.120114,0.3434
2018-02-01,2018,90008165,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,17,261.72,0.2849,187.155972,0.3469
2018-03-01,2018,90008165,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,184.74,0.2849,132.107574,0.3224
2018-05-01,2018,90008165,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,61.58,0.2849,44.035858,0.3473
2018-06-01,2018,90008165,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,200.14,0.2849,143.120114,0.3461
2018-07-01,2018,90008165,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,19,292.51,0.2849,209.173901,0.3536
2017-10-01,2018,90008164,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,18,277.11,0.3009,193.727601,0.3105
2017-11-01,2018,90008164,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,153.95,0.3009,107.626445,0.3130
2017-12-01,2018,90008164,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,153.95,0.3009,107.626445,0.3301
2018-02-01,2018,90008164,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,61.58,0.3009,43.050578,0.4031
2018-03-01,2018,90008164,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,138.56,0.3009,96.867296,0.3029
2018-04-01,2018,90008164,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,46.19,0.3009,32.291429,0.3468
2018-06-01,2018,90008164,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,6,92.37,0.3009,64.575867,0.3089
2018-07-01,2018,90008164,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,153.95,0.3009,107.626445,0.2908
2018-08-01,2018,90008164,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,21,323.30,0.3009,226.019030,0.3689
2017-09-01,2018,90007197,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,48,738.97,0.2031,588.885193,0.3337
2017-10-01,2018,90007197,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,53,815.95,0.2031,650.230555,0.4187
2017-11-01,2018,90007197,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,22,338.69,0.2031,269.902061,0.4786
2018-01-01,2018,90007197,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,30,461.86,0.2031,368.056234,0.3793
2018-02-01,2018,90007197,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,48,738.97,0.2031,588.885193,0.4362
2018-03-01,2018,90007197,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,15,230.93,0.2031,184.028117,0.3617
2018-05-01,2018,90007197,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,33,508.04,0.2031,404.857076,0.4034
2018-06-01,2018,90007197,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,138.56,0.2031,110.418464,0.3971
2018-07-01,2018,90007197,"South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,31,477.25,0.2031,380.320525,0.3400
2017-10-01,2018,90006156,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,169.35,0.2552,126.131880,0.3509
2017-11-01,2018,90006156,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,17,261.72,0.2552,194.929056,0.3957
2017-12-01,2018,90006156,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,15,230.93,0.2552,171.996664,0.3573
2018-02-01,2018,90006156,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,46.19,0.2552,34.402312,0.3730
2018-03-01,2018,90006156,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,46.19,0.2552,34.402312,0.3319
2018-04-01,2018,90006156,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,153.95,0.2552,114.661960,0.4297
2018-06-01,2018,90006156,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,7,107.77,0.2552,80.267096,0.3848
2018-07-01,2018,90006156,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,153.95,0.2552,114.661960,0.3188
2018-08-01,2018,90006156,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,153.95,0.2552,114.661960,0.3300
2017-09-01,2018,90006153,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,138.56,0.2970,97.407680,0.3472
2017-10-01,2018,90006153,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,184.74,0.2970,129.872220,0.3479
2017-11-01,2018,90006153,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,169.35,0.2970,119.053050,0.3460
2018-01-01,2018,90006153,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,153.95,0.2970,108.226850,0.3658
2018-02-01,2018,90006153,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,153.95,0.2970,108.226850,0.3327
2018-03-01,2018,90006153,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,61.58,0.2970,43.290740,0.4002
2018-05-01,2018,90006153,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,153.95,0.2970,108.226850,0.3534
2018-06-01,2018,90006153,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,138.56,0.2970,97.407680,0.3785
2018-07-01,2018,90006153,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,30.79,0.2970,21.645370,0.3757
2017-10-01,2018,90003180,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,61.58,0.1809,50.440178,0.3842
2017-11-01,2018,90003180,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,17,261.72,0.1809,214.374852,0.3316
2017-12-01,2018,90003180,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,42,646.60,0.1809,529.630060,0.3188
2018-02-01,2018,90003180,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,184.74,0.1809,151.320534,0.3335
2018-03-01,2018,90003180,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,19,292.51,0.1809,239.594941,0.3160
2018-04-01,2018,90003180,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,16,246.32,0.1809,201.760712,0.3481
2018-06-01,2018,90003180,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,8,123.16,0.1809,100.880356,0.3478
2018-07-01,2018,90003180,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,184.74,0.1809,151.320534,0.3298
2018-08-01,2018,90003180,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,20,307.90,0.1809,252.200890,0.3126
2017-09-01,2018,90003179,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,15,230.93,0.2193,180.287051,0.3319
2017-11-01,2018,90003179,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,17,261.72,0.2193,204.324804,0.3023
2017-12-01,2018,90003179,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,30,461.86,0.2193,360.574102,0.3448
2018-01-01,2018,90003179,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,200.14,0.2193,156.249298,0.3195
2018-03-01,2018,90003179,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,14,215.53,0.2193,168.264271,0.3774
2018-04-01,2018,90003179,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,169.35,0.2193,132.211545,0.3143
2018-05-01,2018,90003179,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,13,200.14,0.2193,156.249298,0.3451
2018-07-01,2018,90003179,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,14,215.53,0.2193,168.264271,0.3048
2018-08-01,2018,90003179,Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,11,169.35,0.2193,132.211545,0.3250
2017-10-01,2018,90002016,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,45,692.78,0.2134,544.940748,0.4119
2017-11-01,2018,90002016,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,19,292.51,0.2134,230.088366,0.3483
2017-12-01,2018,90002016,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,70,1077.66,0.2134,847.687356,0.3173
2018-02-01,2018,90002016,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,62,954.50,0.2134,750.809700,0.3343
2018-03-01,2018,90002016,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,72,1108.45,0.2134,871.906770,0.3363
2018-04-01,2018,90002016,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,68,1046.87,0.2134,823.467942,0.3331
2018-06-01,2018,90002016,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,38,585.02,0.2134,460.176732,0.3628
2018-07-01,2018,90002016,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,70,1077.66,0.2134,847.687356,0.3844
2018-08-01,2018,90002016,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,33,508.04,0.2134,399.624264,0.3758
2017-09-01,2018,90002015,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,32,492.65,0.2860,351.752100,0.3862
2017-11-01,2018,90002015,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,116,1785.84,0.2860,1275.089760,0.3132
2017-12-01,2018,90002015,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,81,1247.01,0.2860,890.365140,0.4009
2018-01-01,2018,90002015,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,49,754.36,0.2860,538.613040,0.3214
